regkey;name;population;level
010585864049;Emkendorf;1311;gemeinde
010585864059;Gnutz;1162;gemeinde
010585864065;Groß Vollstedt;969;gemeinde
010585864091;Krogaspe;432;gemeinde
010585864094;Langwedel;1587;gemeinde
010585864117;Stadt Nortorf;6958;gemeinde
010585864120;Oldenhütten;151;gemeinde
010585864147;Schülp b. Nortorf;779;gemeinde
010585864163;Timmaspe;1097;gemeinde
010585864168;Warder;691;gemeinde
010585888026;Bovenau;1085;gemeinde
010585888073;Haßmoor;274;gemeinde
010585888122;Ostenfeld (Rendsburg);597;gemeinde
010585888124;Osterrönfeld;4977;gemeinde
010585888132;Rade b. Rendsburg;217;gemeinde
010585888140;Schacht-Audorf;4813;gemeinde
010585888146;Schülldorf;753;gemeinde
010585889016;Bissee;166;gemeinde
010585889022;Bordesholm;7789;gemeinde
010585889033;Brügge;1133;gemeinde
010585889063;Grevenkrug;219;gemeinde
010585889064;Groß Buchwald;374;gemeinde
010585889076;Hoffeld (Kreis Rendsburg-Eckernförde);171;gemeinde
010585889098;Loop;189;gemeinde
010585889108;Mühbrook;536;gemeinde
010585889109;Negenharrie;376;gemeinde
010585889133;Reesdorf;157;gemeinde
010585889143;Schmalstede;296;gemeinde
010585889144;Schönbek;215;gemeinde
010585889153;Sören;190;gemeinde
010585889170;Wattenbek;2869;gemeinde
010585890008;Ascheffel;984;gemeinde
010585890024;Borgstedt;1742;gemeinde
010585890030;Brekendorf;963;gemeinde
010585890035;Bünsdorf;531;gemeinde
010585890039;Damendorf;416;gemeinde
010585890066;Groß Wittensee;1308;gemeinde
010585890069;Haby;549;gemeinde
010585890080;Holtsee;1244;gemeinde
010585890081;Holzbunge;336;gemeinde
010585890083;Hütten (Kreis Rendsburg-Eckernförde);215;gemeinde
010585890088;Klein Wittensee;226;gemeinde
010585890111;Neu Duvenstedt;129;gemeinde
010585890123;Osterby (Kreis Rendsburg-Eckernförde);987;gemeinde
010585890127;Owschlag;3688;gemeinde
010585890152;Sehestedt;782;gemeinde
010585890175;Ahlefeld-Bistensee;485;gemeinde
010585893004;Altenhof (Kreis Rendsburg-Eckernförde);337;gemeinde
010585893012;Barkelsby;1581;gemeinde
010585893032;Brodersby (Kreis Rendsburg-Eckernförde);709;gemeinde
010585893040;Damp;1510;gemeinde
010585893042;Dörphof;737;gemeinde
010585893052;Fleckeby;2076;gemeinde
010585893057;Gammelby;519;gemeinde
010585893067;Güby;673;gemeinde
010585893082;Holzdorf;868;gemeinde
010585893084;Hummelfeld;279;gemeinde
010585893087;Karby;558;gemeinde
010585893090;Kosel;1398;gemeinde
010585893099;Loose;853;gemeinde
010585893102;Goosefeld;724;gemeinde
010585893137;Rieseby;2829;gemeinde
010585893162;Thumby;357;gemeinde
010585893166;Waabs;1474;gemeinde
010585893173;Windeby;990;gemeinde
010585893174;Winnemark;571;gemeinde
010585895007;Arpsdorf;298;gemeinde
010585895009;Aukrug;3721;gemeinde
010585895013;Beldorf;284;gemeinde
010585895014;Bendorf;440;gemeinde
010585895015;Beringstedt;730;gemeinde
010585895025;Bornholt;181;gemeinde
010585895044;Ehndorf;599;gemeinde
010585895061;Gokels;596;gemeinde
010585895062;Grauel;280;gemeinde
010585895072;Hanerau-Hademarschen;2902;gemeinde
010585895074;Heinkenborstel;139;gemeinde
010585895077;Hohenwestedt;5368;gemeinde
010585895085;Jahrsdorf;227;gemeinde
010585895100;Lütjenwestedt;550;gemeinde
010585895103;Meezen;367;gemeinde
010585895106;Mörel;257;gemeinde
010585895113;Nienborstel;591;gemeinde
010585895115;Nindorf;645;gemeinde
010585895119;Oldenbüttel;269;gemeinde
010585895125;Osterstedt;660;gemeinde
010585895128;Padenstedt;1770;gemeinde
010585895131;Rade b. Hohenwestedt;98;gemeinde
010585895134;Remmels;441;gemeinde
010585895151;Seefeld;329;gemeinde
010585895156;Steenfeld;329;gemeinde
010585895158;Tackesdorf;70;gemeinde
010585895159;Tappendorf;334;gemeinde
010585895161;Thaden;241;gemeinde
010585895164;Todenbüttel;1058;gemeinde
010585895167;Wapelfeld;319;gemeinde
010590000000;Schleswig-Flensburg;203169;kreis
010590045045;Stadt Kappeln;8542;gemeinde
010590075075;Stadt Schleswig;24946;gemeinde
010590113113;Stadt Glücksburg (Ostsee);6184;gemeinde
010590120120;Harrislee;11798;gemeinde
010590183183;Handewitt;11330;gemeinde
010595912107;Eggebek;2477;gemeinde
010595912128;Janneby;409;gemeinde
010595912131;Jerrishoe;1043;gemeinde
010595912132;Jörl;868;gemeinde
010595912138;Langstedt;1040;gemeinde
010595912162;Sollerup;493;gemeinde
010595912169;Süderhackstedt;341;gemeinde
010595912174;Wanderup;2636;gemeinde
010595915012;Borgwedel;736;gemeinde
010595915018;Busdorf;2050;gemeinde
010595915019;Dannewerk;1153;gemeinde
010595915026;Fahrdorf;2597;gemeinde
010595915032;Geltorf;351;gemeinde
010595915043;Jagel;925;gemeinde
010595915056;Lottorf;240;gemeinde
010595915078;Selk;830;gemeinde
010595919101;Tastrup;397;gemeinde
010595919103;Ausacker;523;gemeinde
010595919116;Großsolt;1706;gemeinde
010595919126;Hürup;1258;gemeinde
010595919127;Husby;2306;gemeinde
010595919141;Maasbüll;692;gemeinde
010595919182;Freienwill;1583;gemeinde
010595920002;Stadt Arnis;275;gemeinde
010595920034;Grödersby;212;gemeinde
010595920067;Oersberg;286;gemeinde
010595920068;Rabenkirchen-Faulück;657;gemeinde
010595937106;Dollerup;1047;gemeinde
010595937118;Grundhof;1018;gemeinde
010595937137;Langballig;1574;gemeinde
010595937145;Munkbrarup;1139;gemeinde
010595937157;Ringsberg;542;gemeinde
010595937176;Wees;2399;gemeinde
010595937178;Westerholz;774;gemeinde
010595940159;Sieverstedt;1637;gemeinde
010595940171;Tarp;5918;gemeinde
010595940184;Oeversee;3489;gemeinde
010595949076;Schnarup-Thumby;552;gemeinde
010595949161;Sörup;4140;gemeinde
010595949185;Mittelangeln;5293;gemeinde
010595952105;Böxlund;115;gemeinde
010595952115;Großenwiehe;3213;gemeinde
010595952123;Hörup;622;gemeinde
010595952124;Holt;154;gemeinde
010595952129;Jardelund;302;gemeinde
010595952143;Medelby;993;gemeinde
010595952144;Meyn;737;gemeinde
010595952149;Nordhackstedt;475;gemeinde
010595952151;Osterby (Kreis Schleswig-Flensburg);312;gemeinde
010595952158;Schafflund;2939;gemeinde
010595952173;Wallsbüll;908;gemeinde
010595952177;Weesby;431;gemeinde
010595952179;Lindewitt;2008;gemeinde
010595974006;Böel;733;gemeinde
010595974055;Loit;260;gemeinde
010595974060;Mohrkirch;937;gemeinde
010595974063;Norderbrarup;656;gemeinde
010595974065;Nottfeld;116;gemeinde
010595974070;Rügge;240;gemeinde
010595974072;Saustrup;207;gemeinde
010595974074;Scheggerott;350;gemeinde
010595974080;Steinfeld (Kreis Schleswig-Flensburg);783;gemeinde
010595974083;Süderbrarup;5231;gemeinde
010595974094;Ulsnis;703;gemeinde
010595974095;Wagersrott;222;gemeinde
010595974187;Boren;1122;gemeinde
010595987008;Böklund;1673;gemeinde
010595987037;Havetoft;954;gemeinde
010595987042;Idstedt;880;gemeinde
010595987049;Klappholz;461;gemeinde
010595987062;Neuberend;1142;gemeinde
010595987073;Schaalby;1537;gemeinde
010595987081;Stolk;851;gemeinde
010595987082;Struxdorf;668;gemeinde
010595987084;Süderfahrenstedt;466;gemeinde
010595987086;Taarstedt;930;gemeinde
010595987090;Tolk;1042;gemeinde
010595987093;Uelsby;412;gemeinde
010595987097;Twedt;498;gemeinde
010595987098;Nübel;1283;gemeinde
010595987189;Brodersby-Goltoft;663;gemeinde
010595990102;Ahneby;207;gemeinde
010595990109;Esgrus;814;gemeinde
010595990112;Gelting;2312;gemeinde
010595990121;Hasselberg;927;gemeinde
010595990136;Kronsgaard;266;gemeinde
010595990142;Maasholm;660;gemeinde
010595990147;Nieby;128;gemeinde
010595990148;Niesgrau;545;gemeinde
010595990152;Pommerby;158;gemeinde
010595990154;Rabel;623;gemeinde
010595990155;Rabenholz;297;gemeinde
010595990163;Stangheck;228;gemeinde
010595990164;Steinberg (Kreis Schleswig-Flensburg);859;gemeinde
010595990167;Sterup;1423;gemeinde
010595990168;Stoltebüll;700;gemeinde
010595990186;Steinbergkirche;2817;gemeinde
010595993010;Bollingstedt;1403;gemeinde
010595993023;Ellingstedt;734;gemeinde
010595993039;Hollingstedt (Kreis Schleswig-Flensburg);1015;gemeinde
010595993041;Hüsby;751;gemeinde
010595993044;Jübek;2679;gemeinde
010595993057;Lürschau;1084;gemeinde
010595993077;Schuby;2738;gemeinde
010595993079;Silberstedt;2367;gemeinde
010595993092;Treia;1607;gemeinde
010595996001;Alt Bennebek;327;gemeinde
010595996005;Bergenhusen;726;gemeinde
010595996009;Börm;757;gemeinde
010595996020;Dörpstedt;591;gemeinde
010595996024;Erfde;2044;gemeinde
010595996035;Groß Rheide;943;gemeinde
010595996050;Klein Bennebek;526;gemeinde
010595996051;Klein Rheide;323;gemeinde
010595996053;Kropp;6557;gemeinde
010595996058;Meggerdorf;705;gemeinde
010595996087;Tetenhusen;967;gemeinde
010595996088;Tielen;292;gemeinde
010595996096;Wohlde;507;gemeinde
010595996188;Stapel;1927;gemeinde
010600000000;Segeberg;277323;kreis
010600004004;Stadt Bad Bramstedt;15161;gemeinde
010600005005;Stadt Bad Segeberg;17671;gemeinde
010600019019;Ellerau;6196;gemeinde
010600039039;Henstedt-Ulzburg;27966;gemeinde
010600044044;Stadt Kaltenkirchen;23114;gemeinde
010600063063;Stadt Norderstedt;80316;gemeinde
010600092092;Stadt Wahlstedt;9782;gemeinde
010605005003;Armstedt;373;gemeinde
010605005009;Bimöhlen;1056;gemeinde
010605005013;Borstel (Kreis Segeberg);140;gemeinde
010605005021;Föhrden-Barl;307;gemeinde
010605005023;Fuhlendorf (Kreis Segeberg);431;gemeinde
010605005027;Großenaspe;2976;gemeinde
010605005031;Hagen;476;gemeinde
010605005033;Hardebek;481;gemeinde
010605005035;Hasenkrug;365;gemeinde
010605005037;Heidmoor;308;gemeinde
010605005040;Hitzhusen;1252;gemeinde
010605005056;Mönkloh;249;gemeinde
010605005095;Weddelbrook;1065;gemeinde
010605005099;Wiemersdorf;1691;gemeinde
010605024012;Bornhöved;3315;gemeinde
010605024017;Damsdorf;234;gemeinde
010605024026;Gönnebek;539;gemeinde
010605024072;Schmalensee;490;gemeinde
010605024080;Stocksee;407;gemeinde
010605024086;Tarbek;171;gemeinde
010605024087;Tensfeld;703;gemeinde
010605024089;Trappenkamp;5023;gemeinde
010605034043;Itzstedt;2497;gemeinde
010605034046;Kayhude;1176;gemeinde
010605034058;Nahe;2443;gemeinde
010605034065;Oering;1394;gemeinde
010605034076;Seth;1756;gemeinde
010605034085;Sülfeld;3320;gemeinde
010605043002;Alveslohe;2713;gemeinde
010605043034;Hartenholm;1811;gemeinde
010605043036;Hasenmoor;689;gemeinde
010605043054;Lentföhrden;2611;gemeinde
010605043064;Nützen;1196;gemeinde
010605043073;Schmalfeld;1874;gemeinde
010605048042;Hüttblek;363;gemeinde
010605048045;Kattendorf;820;gemeinde
010605048047;Kisdorf;3928;gemeinde
010605048066;Oersdorf;876;gemeinde
010605048077;Sievershütten;1096;gemeinde
010605048082;Struvenhütten;959;gemeinde
010605048084;Stuvenborn;826;gemeinde
010605048094;Wakendorf II;1343;gemeinde
010605048100;Winsen;377;gemeinde
010605053007;Bark;982;gemeinde
010605053008;Bebensee;675;gemeinde
010605053022;Fredesdorf;420;gemeinde
010605053029;Groß Niendorf (Kreis Segeberg);677;gemeinde
010605053041;Högersdorf;399;gemeinde
010605053051;Kükels;455;gemeinde
010605053053;Leezen (Kreis Segeberg);1833;gemeinde
010605053057;Mözen;463;gemeinde
010605053062;Neversdorf;716;gemeinde
010605053074;Schwissel;275;gemeinde
010605053088;Todesfelde;1084;gemeinde
010605053101;Wittenborn;1018;gemeinde
010605063011;Boostedt;5269;gemeinde
010605063016;Daldorf;637;gemeinde
010605063028;Groß Kummerfeld;1810;gemeinde
010605063038;Heidmühlen;668;gemeinde
010605063052;Latendorf;612;gemeinde
010605063068;Rickling;3119;gemeinde
010605086006;Bahrenhof;209;gemeinde
010605086010;Blunk;575;gemeinde
010605086015;Bühnsdorf;368;gemeinde
010605086018;Dreggers;44;gemeinde
010605086020;Fahrenkrug;1542;gemeinde
010605086024;Geschendorf;560;gemeinde
010605086025;Glasau;830;gemeinde
010605086030;Groß Rönnau;516;gemeinde
010605086048;Klein Gladebrügge;544;gemeinde
010605086049;Klein Rönnau;1795;gemeinde
010605086050;Krems II;395;gemeinde
010605086059;Negernbötel;981;gemeinde
010605086060;Nehms;568;gemeinde
010605086061;Neuengörs;810;gemeinde
010605086067;Pronstorf;1601;gemeinde
010605086069;Rohlstorf;1161;gemeinde
010605086070;Schackendorf;870;gemeinde
010605086071;Schieren;258;gemeinde
010605086075;Seedorf (Kreis Segeberg);2186;gemeinde
010605086079;Stipsdorf;243;gemeinde
010605086081;Strukdorf;266;gemeinde
010605086090;Travenhorst;199;gemeinde
010605086091;Traventhal;534;gemeinde
010605086093;Wakendorf I;482;gemeinde
010605086096;Weede;1019;gemeinde
010605086097;Wensin;898;gemeinde
010605086098;Westerrade;431;gemeinde
010610000000;Steinburg;131002;kreis
010610029029;Stadt Glückstadt;11187;gemeinde
010610046046;Stadt Itzehoe;32256;gemeinde
010610113113;Stadt Wilster;4280;gemeinde
010615104005;Auufer;131;gemeinde
010615104016;Breitenberg (Kreis Steinburg);346;gemeinde
010615104017;Breitenburg;1240;gemeinde
010615104053;Kollmoor;30;gemeinde
010615104058;Kronsmoor;168;gemeinde
010615104061;Lägerdorf;2616;gemeinde
010615104068;Moordiek;110;gemeinde
010615104072;Münsterdorf;1833;gemeinde
010615104079;Oelixdorf;1531;gemeinde
010615104109;Westermoor;390;gemeinde
010615104115;Wittenbergen;158;gemeinde
010615134004;Altenmoor;211;gemeinde
010615134012;Blomesche Wildnis;598;gemeinde
010615134015;Borsfleth;720;gemeinde
010615134027;Engelbrechtsche Wildnis;821;gemeinde
010615134037;Herzhorn;1122;gemeinde
010615134041;Hohenfelde (Kreis Steinburg);887;gemeinde
010615134044;Horst (Holstein);5726;gemeinde
010615134050;Kiebitzreihe;2147;gemeinde
010615134054;Krempdorf;225;gemeinde
010615134074;Neuendorf b. Elmshorn;822;gemeinde
010615134101;Sommerland;732;gemeinde
010615134118;Kollmar;1591;gemeinde
010615138008;Bekdorf;96;gemeinde
010615138010;Bekmünde;143;gemeinde
010615138024;Drage (Kreis Steinburg);232;gemeinde
010615138034;Heiligenstedten;1475;gemeinde
010615138035;Heiligenstedtenerkamp;721;gemeinde
010615138039;Hodorf;194;gemeinde
010615138040;Hohenaspe;1875;gemeinde
010615138045;Huje;275;gemeinde
010615138047;Kaaks;429;gemeinde
010615138052;Kleve (Kreis Steinburg);541;gemeinde
010615138059;Krummendiek;74;gemeinde
010615138065;Lohbarbek;801;gemeinde
010615138067;Mehlbek;419;gemeinde
010615138070;Moorhusen;71;gemeinde
010615138082;Oldendorf (Kreis Steinburg);1080;gemeinde
010615138083;Ottenbüttel;726;gemeinde
010615138084;Peissen;302;gemeinde
010615138098;Schlotfeld;223;gemeinde
010615138100;Silzen;162;gemeinde
010615138114;Winseldorf;317;gemeinde
010615153006;Bahrenfleth;567;gemeinde
010615153022;Dägeling;1026;gemeinde
010615153026;Elskop;162;gemeinde
010615153030;Grevenkop;320;gemeinde
010615153055;Stadt Krempe;2415;gemeinde
010615153056;Kremperheide;2316;gemeinde
010615153057;Krempermoor;530;gemeinde
010615153073;Neuenbrook;665;gemeinde
010615153092;Rethwisch (Kreis Steinburg);561;gemeinde
010615153104;Süderau;725;gemeinde
010615168001;Aasbüttel;149;gemeinde
010615168003;Agethorst;188;gemeinde
010615168011;Besdorf;225;gemeinde
010615168013;Bokelrehm;137;gemeinde
010615168014;Bokhorst;138;gemeinde
010615168021;Christinenthal;68;gemeinde
010615168031;Gribbohm;406;gemeinde
010615168033;Hadenfeld;146;gemeinde
010615168043;Holstenniendorf;407;gemeinde
010615168048;Kaisborstel;64;gemeinde
010615168066;Looft;384;gemeinde
010615168076;Nienbüttel;129;gemeinde
010615168078;Nutteln;259;gemeinde
010615168081;Oldenborstel;112;gemeinde
010615168085;Pöschendorf;263;gemeinde
010615168087;Puls;535;gemeinde
010615168091;Reher;727;gemeinde
010615168097;Schenefeld;2739;gemeinde
010615168105;Vaale;1232;gemeinde
010615168106;Vaalermoor;127;gemeinde
010615168107;Wacken;1926;gemeinde
010615168108;Warringholz;289;gemeinde
010615179002;Aebtissinwisch;49;gemeinde
010615179007;Beidenfleth;844;gemeinde
010615179018;Brokdorf;993;gemeinde
010615179020;Büttel;32;gemeinde
010615179023;Dammfleth;269;gemeinde
010615179025;Ecklak;289;gemeinde
010615179060;Kudensee;119;gemeinde
010615179062;Landrecht;119;gemeinde
010615179063;Landscheide;247;gemeinde
010615179077;Nortorf;809;gemeinde
010615179095;Sankt Margarethen;814;gemeinde
010615179102;Stördorf;123;gemeinde
010615179110;Wewelsfleth;1309;gemeinde
010615179119;Neuendorf-Sachsenbande;415;gemeinde
010615189019;Brokstedt;2189;gemeinde
010615189028;Fitzbek;396;gemeinde
010615189036;Hennstedt (Kreis Steinburg);610;gemeinde
010615189038;Hingstheide;80;gemeinde
010615189042;Hohenlockstedt;5919;gemeinde
010615189049;Stadt Kellinghusen;8113;gemeinde
010615189064;Lockstedt;146;gemeinde
010615189071;Mühlenbarbek;263;gemeinde
010615189080;Oeschebüttel;172;gemeinde
010615189086;Poyenberg;374;gemeinde
010615189088;Quarnstedt;436;gemeinde
010615189089;Rade;100;gemeinde
010615189093;Rosdorf (Kreis Steinburg);365;gemeinde
010615189096;Sarlhusen;447;gemeinde
010615189103;Störkathen;85;gemeinde
010615189111;Wiedenborstel;11;gemeinde
010615189112;Willenscharen;164;gemeinde
010615189116;Wrist;2349;gemeinde
010615189117;Wulfsmoor;381;gemeinde
010620000000;Stormarn;245049;kreis
010620001001;Stadt Ahrensburg;34197;gemeinde
010620004004;Stadt Bad Oldesloe;24780;gemeinde
010620006006;Stadt Bargteheide;16121;gemeinde
010620009009;Barsbüttel;13152;gemeinde
010620018018;Stadt Glinde;18295;gemeinde
010620023023;Großhansdorf;9500;gemeinde
010620053053;Oststeinbek;8724;gemeinde
010620060060;Stadt Reinbek;27990;gemeinde
010620061061;Stadt Reinfeld (Holstein);8978;gemeinde
010620076076;Tangstedt (Kreis Stormarn);6456;gemeinde
010620090090;Ammersbek;9981;gemeinde
010625207019;Grabau (Kreis Stormarn);796;gemeinde
010625207046;Meddewade;901;gemeinde
010625207050;Neritz;342;gemeinde
010625207056;Pölitz;1249;gemeinde
010625207062;Rethwisch (Kreis Stormarn);1164;gemeinde
010625207065;Rümpel;1327;gemeinde
010625207089;Lasbek;1290;gemeinde
010625207091;Steinburg;2735;gemeinde
010625207092;Travenbrück;1741;gemeinde
010625218005;Bargfeld-Stegen;3008;gemeinde
010625218014;Delingsdorf;2245;gemeinde
010625218016;Elmenhorst (Kreis Stormarn);2738;gemeinde
010625218027;Hammoor;1288;gemeinde
010625218036;Jersbek;1797;gemeinde
010625218051;Nienwohld;500;gemeinde
010625218078;Todendorf;1246;gemeinde
010625218081;Tremsbüttel;1912;gemeinde
010625244003;Badendorf;913;gemeinde
010625244008;Barnitz;836;gemeinde
010625244025;Hamberge;1773;gemeinde
010625244031;Heidekamp;508;gemeinde
010625244032;Heilshoop;559;gemeinde
010625244039;Klein Wesenberg;771;gemeinde
010625244048;Mönkhagen;642;gemeinde
010625244059;Rehhorst;725;gemeinde
010625244083;Westerau;764;gemeinde
010625244087;Zarpen;1448;gemeinde
010625244093;Feldhorst;542;gemeinde
010625244094;Wesenberg;1677;gemeinde
010625262011;Braak;964;gemeinde
010625262035;Hoisdorf;3449;gemeinde
010625262069;Siek;2476;gemeinde
010625262071;Stapelfeld;1792;gemeinde
010625262088;Brunsbek;1647;gemeinde
010625270020;Grande;685;gemeinde
010625270021;Grönwohld;1472;gemeinde
010625270022;Großensee (Kreis Stormarn);1866;gemeinde
010625270026;Hamfelde (Kreis Stormarn);510;gemeinde
010625270033;Hohenfelde (Kreis Stormarn);46;gemeinde
010625270040;Köthel (Kreis Stormarn);317;gemeinde
010625270045;Lütjensee;3328;gemeinde
010625270058;Rausdorf (Kreis Stormarn);221;gemeinde
010625270082;Trittau;9148;gemeinde
010625270086;Witzhave;1517;gemeinde
020000000000;Freie Und Hansestadt Hamburg;1808846;kreis
020000000000;Hamburg;1808846;bundesland
020000000000;Freie Und Hansestadt Hamburg;1808846;gemeinde
030000000000;Niedersachsen;7943265;bundesland
031010000000;Stadt Braunschweig;252816;gemeinde
031010000000;Stadt Braunschweig;252816;kreis
031020000000;Stadt Salzgitter;104215;gemeinde
031020000000;Stadt Salzgitter;104215;kreis
031030000000;Stadt Wolfsburg;127145;kreis
031030000000;Stadt Wolfsburg;127145;gemeinde
031510000000;Gifhorn;174662;kreis
031510009009;Stadt Gifhorn;42006;gemeinde
031510025025;Sassenburg;11940;gemeinde
031510040040;Stadt Wittingen;11216;gemeinde
031515401002;Barwedel;1013;gemeinde
031515401004;Bokensdorf;1267;gemeinde
031515401014;Jembke;2049;gemeinde
031515401020;Osloß;1884;gemeinde
031515401030;Tappenbeck;1532;gemeinde
031515401039;Weyhausen;2571;gemeinde
031515402003;Bergfeld;893;gemeinde
031515402005;Flecken Brome;3132;gemeinde
031515402008;Ehra-Lessien;1920;gemeinde
031515402021;Parsau;1856;gemeinde
031515402024;Rühen;5837;gemeinde
031515402031;Tiddische;1234;gemeinde
031515402032;Tülau;1436;gemeinde
031515403007;Dedelstorf;1208;gemeinde
031515403011;Hankensbüttel;4340;gemeinde
031515403019;Obernholz;830;gemeinde
031515403028;Sprakensehl;1160;gemeinde
031515403029;Steinhorst (Landkreis Gifhorn);1260;gemeinde
031515404006;Calberlah;5227;gemeinde
031515404013;Isenbüttel;6156;gemeinde
